"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"SCREEN","ASHKJEW","SCREEN","Identify self as being of Ashkenazi Jewish descent","NUMBER","12","0","False","False"
"SCREEN","BASQUE","SCREEN","Identify self as being of Basque descent","NUMBER","12","0","False","False"
"SCREEN","BIRTHDT","SCREEN","Date of Birth","DATE",NULL,NULL,"False","False"
"SCREEN","CHLDBEAR","SCREEN","Female of child bearing potential","NUMBER","12","0","False","False"
"SCREEN","CNO","SCREEN","Site Number","NUMBER","12","0","True","False"
"SCREEN","EVENT_ID","SCREEN","Visit ID","CHAR","3",NULL,"True","False"
"SCREEN","HANDED","SCREEN","Handedness","NUMBER","12","0","False","False"
"SCREEN","HISPLAT","SCREEN","Identify ethnicity as being Hispanic or Latino","NUMBER","12","0","False","False"
"SCREEN","INFODT","SCREEN","Assessment Date","DATE",NULL,NULL,"True","False"
"SCREEN","LAST_UPDATE","SCREEN","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SCREEN","ORIG_ENTRY","SCREEN","Date of original data entry","DATE",NULL,NULL,"True","False"
"SCREEN","PAG_NAME","SCREEN","Page Name","CHAR","12",NULL,"True","False"
"SCREEN","PATNO","SCREEN","Participant ID","NUMBER","18","0","True","True"
"SCREEN","QUERY","SCREEN","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SCREEN","RAASIAN","SCREEN","Identify self as Asian","NUMBER","12","0","False","False"
"SCREEN","RABLACK","SCREEN","Identify self as Black/African American","NUMBER","12","0","False","False"
"SCREEN","RAHAWOPI","SCREEN","Identify self as Hawaiian/Other Pacific Islander","NUMBER","12","0","False","False"
"SCREEN","RAINDALS","SCREEN","Identify self as Am Indian/Alaska Native","NUMBER","12","0","False","False"
"SCREEN","RANOS","SCREEN","Race not specified","NUMBER","12","0","False","False"
"SCREEN","RANOSCM","SCREEN","Race not specified comments","CHAR",NULL,NULL,"False","False"
"SCREEN","RAWHITE","SCREEN","Identify self as White","NUMBER","12","0","False","False"
"SCREEN","REC_ID","SCREEN","Record ID","CHAR","36",NULL,"True","True"
"SCREEN","SEX","SCREEN","Sex of participant","NUMBER","12","0","False","False"
"SCRNFAIL","","SCRNFAIL","Screen Fail",NULL,NULL,NULL,NULL,NULL
"SCRNFAIL","CNO","SCRNFAIL","Site Number","NUMBER","12","0","True","False"
"SCRNFAIL","EVENT_ID","SCRNFAIL","Visit ID","CHAR","3",NULL,"True","False"
"SCRNFAIL","INFODT","SCRNFAIL","Assessment Date","DATE",NULL,NULL,"True","False"
"SCRNFAIL","LAST_UPDATE","SCRNFAIL","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SCRNFAIL","ORIG_ENTRY","SCRNFAIL","Date of original data entry","DATE",NULL,NULL,"True","False"
"SCRNFAIL","PAG_NAME","SCRNFAIL","Page Name","CHAR","12",NULL,"True","False"
"SCRNFAIL","PATNO","SCRNFAIL","Participant ID","NUMBER","18","0","True","False"
"SCRNFAIL","QUERY","SCRNFAIL","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SCRNFAIL","REC_ID","SCRNFAIL","Record ID","CHAR","36",NULL,"True","True"
"SCRNFAIL","RSNDEC","SCRNFAIL","Reason for Declining","NUMBER","12","0","False","False"
"SCRNFAIL","SCFAILRSN","SCRNFAIL","Reason for screen fail","NUMBER","12","0","False","False"
"SDM","","SDM","Symbol Digit Modalities Test",NULL,NULL,NULL,NULL,NULL
"SDM","AGE_ASSESS_SDM",NULL,"Age at Assessment - Symbol Digit","NUMBER","8","0",NULL,NULL
"SDM","CNO","SDM","Site Number","NUMBER","12","0","True","False"
"SDM","DVSD_SDM",NULL,"Derived-Symbol Digit SD","NUMBER","8","3",NULL,NULL
"SDM","DVT_SDM",NULL,"Derived-Symbol Digit T-Score","NUMBER","8","3",NULL,NULL
"SDM","EVENT_ID","SDM","Visit ID","CHAR","3",NULL,"True","False"
"SDM","INFODT","SDM","Assessment Date","DATE",NULL,NULL,"True","False"
"SDM","LAST_UPDATE","SDM","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SDM","ORIG_ENTRY","SDM","Date of original data entry","DATE",NULL,NULL,"True","False"
"SDM","PAG_NAME","SDM","Page Name","CHAR","12",NULL,"True","False"
"SDM","PATNO","SDM","Participant ID","NUMBER","18","0","True","False"
"SDM","QUERY","SDM","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SDM","REC_ID","SDM","Record ID","CHAR","36",NULL,"True","True"
"SDM","SDMTOTAL","SDM","Symbol Digit Modalities Total Correct","NUMBER","12","0","False","False"
"SDM","SDMTVRSN","SDM","SDMT Form Version used","NUMBER","12","0","False","False"
"SDM","SDMTVRSNCM","SDM","Used different form than indicated in the protocol comment","CHAR",NULL,NULL,"False","False"
"SFT","","SFT","Modified Semantic Fluency",NULL,NULL,NULL,NULL,NULL
"SFT","AGE_ASSESS_SFTANIM",NULL,"Age at Assessment - Sem. Fluency","NUMBER","8","0",NULL,NULL
"SFT","CNO","SFT","Site Number","NUMBER","12","0","True","False"
"SFT","DVS_SFTANIM",NULL,"Derived-Sem. Fluency-Animal Scaled Score","NUMBER","8","0",NULL,NULL
"SFT","DVT_SFTANIM",NULL,"Derived-Sem. Fluency-Animal T-Score","NUMBER","8","0",NULL,NULL
"SFT","EVENT_ID","SFT","Visit ID","CHAR","3",NULL,"True","False"
"SFT","INFODT","SFT","Assessment Date","DATE",NULL,NULL,"True","False"
"SFT","LAST_UPDATE","SFT","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SFT","ORIG_ENTRY","SFT","Date of original data entry","DATE",NULL,NULL,"True","False"
"SFT","PAG_NAME","SFT","Page Name","CHAR","12",NULL,"True","False"
"SFT","PATNO","SFT","Participant ID","NUMBER","18","0","True","False"
"SFT","QUERY","SFT","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SFT","REC_ID","SFT","Record ID","CHAR","36",NULL,"True","True"
"SFT","VLTANIM","MSEMFL","Total Number of animals","NUMBER","12","0","False","False"
"SFT","VLTFRUIT",NULL,"Total Number of fruits","NUMBER","2","0",NULL,NULL
"SFT","VLTVEG",NULL,"Total Number of vegetable","NUMBER","2","0",NULL,NULL
"SITE_NAMES","",NULL,"Site Number-Name List",NULL,NULL,NULL,NULL,NULL
"SITE_NAMES","CNO",NULL,"Site Number","NUMBER","12","0","True","True"
"SITE_NAMES","SITE_NAME",NULL,"Center Name","CHAR",NULL,NULL,"False","False"
"SKBIO","","SKBIO","Skin Biopsy",NULL,NULL,NULL,NULL,NULL
"SKBIO","ANSTHADM","SKBIO","Was anesthesia administered","NUMBER","12","0","False","False"
"SKBIO","ANSTHADMCM","SKBIO","Anesthesia not administered comment","CHAR",NULL,NULL,"False","False"
"SKBIO","BIOCMPLC",NULL,"Complications during the biopsy","CHAR","1",NULL,NULL,NULL
"SKBIO","BIOFIXLOT","SKBIO","Formalin lot number","CHAR",NULL,NULL,"False","False"
"SKBIO","BIOFIXTM","SKBIO","Time biopsy specimen placed in formalin fixation","TIME",NULL,NULL,"False","False"
"SKBIO","BIOSALTM","SKBIO","Time biopsy specimen placed in saline","TIME",NULL,NULL,"False","False"
"SKBIO","CNO","SKBIO","Site Number","NUMBER","12","0","True","False"
"SKBIO","EVENT_ID","SKBIO","Visit ID","CHAR","3",NULL,"True","False"
"SKBIO","FIXCOLTM","SKBIO","Time formalin-fixed skin biopsy collected","TIME",NULL,NULL,"False","False"
"SKBIO","FIXSKBSID","SKBIO","Which side of body was the formalin-fixed skin biopsy performed on","NUMBER","12","0","False","False"
"SKBIO","FIXSPEC","SKBIO","Was a formalin-fixed specimen collected","NUMBER","1",NULL,"False","False"
"SKBIO","FIXWNDCLS","SKBIO","Type of wound closure used for formalin-fixed skin biopsy","NUMBER","12","0","False","False"
"SKBIO","FIXWNDCLSCM","SKBIO","Other wound closure for formalin-fixed skin biopsy, specify","CHAR",NULL,NULL,"False","False"
"SKBIO","FSHCOLTM","SKBIO","Time fresh skin biopsy collected","TIME",NULL,NULL,"False","False"
"SKBIO","FSHSKBSID","SKBIO","Which side of body was the fresh skin biopsy performed on","NUMBER","12","0","False","False"
"SKBIO","FSHSPEC","SKBIO","Was a fresh specimen collected","NUMBER","1",NULL,"False","False"
"SKBIO","FSHWNDCLS","SKBIO","Type of wound closure used for fresh skin biopsy","NUMBER","12","0","False","False"
"SKBIO","FSHWNDCLSCM","SKBIO","Other wound closure for fresh skin biopsy, specify","CHAR",NULL,NULL,"False","False"
"SKBIO","INFODT","SKBIO","Assessment Date","DATE",NULL,NULL,"True","False"
"SKBIO","LAST_UPDATE","SKBIO","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SKBIO","NOSKBIOCMP","SKBIO","Reason skin biopsy not completed","NUMBER","12","0","False","False"
"SKBIO","NOSKBIOCMPCM","SKBIO","Skin biopsy attempted unsuccessfully or not completed for other reason comment","CHAR",NULL,NULL,"False","False"
"SKBIO","ORIG_ENTRY","SKBIO","Date of original data entry","DATE",NULL,NULL,"True","False"
"SKBIO","PAG_NAME","SKBIO","Page Name","CHAR","12",NULL,"True","False"
"SKBIO","PATNO","SKBIO","Participant ID","NUMBER","18","0","True","False"
"SKBIO","QUERY","SKBIO","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SKBIO","REC_ID","SKBIO","Record ID","CHAR","36",NULL,"True","True"
"SKBIO","SHIPDT",NULL,"Date shipped","DATE",NULL,NULL,NULL,NULL
"SKBIO","SKBIOCMP","SKBIO","Was biopsy completed","NUMBER","1",NULL,"False","False"
"SKBIO","SKBIOLOC",NULL,"Location of skin biopsy","CHAR","1",NULL,NULL,NULL
"SLEEPMETRICS","age_seconds",NULL,"Participant's pseudo-age in seconds","DATE","0","0",NULL,NULL
"SLEEPMETRICS","num_awakenings",NULL,"Number of wakes between onset/offset (Daily)","NUMBER","19","0",NULL,NULL
"SLEEPMETRICS","sleep_efficiency",NULL,"Fraction of time between onset/offset spent sleeping (Daily)","NUMBER","18","15",NULL,NULL
"SLEEPMETRICS","sleep_offset_time_local",NULL,"Time of sleep offset in participant's local time","TIME","8","0",NULL,NULL
"SLEEPMETRICS","sleep_offset_time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0",NULL,NULL
"SLEEPMETRICS","sleep_onset_time_local",NULL,"Time of sleep onset in participant's local time","TIME","8","0",NULL,NULL
"SLEEPMETRICS","sleep_onset_time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0",NULL,NULL
"SLEEPMETRICS","subject",NULL,"Participant ID","CHAR","16","0",NULL,NULL
"SLEEPMETRICS","time_day",NULL,"Day of week","CHAR","3","0",NULL,NULL
"SLEEPMETRICS","time_local",NULL,"Time in participant's local time zone","TIME","8","0",NULL,NULL
"SLEEPMETRICS","time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0",NULL,NULL
"SLEEPMETRICS","total_deep_nrem_time_ms",NULL,"Time, in milliseconds, spent in deep NREM sleep (Daily)","NUMBER","19","0",NULL,NULL
"SLEEPMETRICS","total_light_nrem_time_ms",NULL,"Time, in milliseconds, spent in light NREM sleep (Daily)","NUMBER","19","0",NULL,NULL
"SLEEPMETRICS","total_nrem_time_ms",NULL,"Time, in milliseconds, spent in NREM sleep (Daily)","NUMBER","18","15",NULL,NULL
"SLEEPMETRICS","total_rem_time_ms",NULL,"Time, in milliseconds, spent in REM sleep (Daily)","NUMBER","18","15",NULL,NULL
"SLEEPMETRICS","total_sleep_time_ms",NULL,"TST: Total time between onset and offset (Daily sum of light+deep+rem)","NUMBER","19","0",NULL,NULL
"SLEEPMETRICS","wake_after_sleep_onset_ms",NULL,"Time, in milliseconds, between sleep onset and waking","NUMBER","19","0",NULL,NULL
"SLEEPSTAGE","age_seconds",NULL,"Participant's pseudo-age in seconds","DATE","0","0",NULL,NULL
"SLEEPSTAGE","confidence",NULL,"Confidence interval","NUMBER","18","15",NULL,NULL
"SLEEPSTAGE","duration_sec",NULL,"Duration of sleep stage in seconds (30 second intervals)","NUMBER","19","0",NULL,NULL
"SLEEPSTAGE","stage",NULL,"Sleep stage","CHAR","0","0",NULL,NULL
"SLEEPSTAGE","subject",NULL,"Participant ID","CHAR","16","0",NULL,NULL
"SLEEPSTAGE","time_day",NULL,"Day of week","NUMBER","3","0",NULL,NULL
"SLEEPSTAGE","time_local",NULL,"Time in participant's local time zone","TIME","8","0",NULL,NULL
"SLEEPSTAGE","time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0",NULL,NULL
"SOCIOECO","","SOCIOECO","Socio-Economics",NULL,NULL,NULL,NULL,NULL
"SOCIOECO","CNO","SOCIOECO","Site Number","NUMBER","12","0","True","False"
"SOCIOECO","EDUCYRS","SOCIOECO","Number of years of education","NUMBER","12","0","False","False"
"SOCIOECO","EDUCYRS_ENUM","SOCIOECO","Years of education range (<12, 12-16, >=16, Unknown)","NUMBER","12","0","False","False"
"SOCIOECO","EVENT_ID","SOCIOECO","Visit ID","CHAR","3",NULL,"True","False"
"SOCIOECO","INFODT","SOCIOECO","Assessment Date","DATE",NULL,NULL,"True","False"
"SOCIOECO","LAST_UPDATE","SOCIOECO","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SOCIOECO","ORIG_ENTRY","SOCIOECO","Date of original data entry","DATE",NULL,NULL,"True","False"
"SOCIOECO","PAG_NAME","SOCIOECO","Page Name","CHAR","12",NULL,"True","False"
"SOCIOECO","PATNO","SOCIOECO","Participant ID","NUMBER","18","0","True","False"
"SOCIOECO","QUERY","SOCIOECO","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SOCIOECO","REC_ID","SOCIOECO","Record ID","CHAR","36",NULL,"True","True"
"STAI","","STAI","State-Trait Anxiety Inventory",NULL,NULL,NULL,NULL,NULL
"STAI","CNO","STAI","Site Number","NUMBER","12","0","True","False"
"STAI","EVENT_ID","STAI","Visit ID","CHAR","3",NULL,"True","False"
"STAI","INFODT","STAI","Assessment Date","DATE",NULL,NULL,"True","False"
"STAI","LAST_UPDATE","STAI","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"STAI","ORIG_ENTRY","STAI","Date of original data entry","DATE",NULL,NULL,"True","False"
"STAI","PAG_NAME","STAI","Page Name","CHAR","12",NULL,"True","False"
"STAI","PATNO","STAI","Participant ID","NUMBER","18","0","True","False"
"STAI","QUERY","STAI","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"STAI","REC_ID","STAI","Record ID","CHAR","36",NULL,"True","True"
"STAI","STAIAD1","STAI","STAI Question 1","NUMBER","12","0","False","False"
"STAI","STAIAD10","STAI","STAI Question 10","NUMBER","12","0","False","False"
"STAI","STAIAD11","STAI","STAI Question 11","NUMBER","12","0","False","False"
"STAI","STAIAD12","STAI","STAI Question 12","NUMBER","12","0","False","False"
"STAI","STAIAD13","STAI","STAI Question 13","NUMBER","12","0","False","False"
"STAI","STAIAD14","STAI","STAI Question 14","NUMBER","12","0","False","False"
"STAI","STAIAD15","STAI","STAI Question 15","NUMBER","12","0","False","False"
"STAI","STAIAD16","STAI","STAI Question 16","NUMBER","12","0","False","False"
"STAI","STAIAD17","STAI","STAI Question 17","NUMBER","12","0","False","False"
"STAI","STAIAD18","STAI","STAI Question 18","NUMBER","12","0","False","False"
"STAI","STAIAD19","STAI","STAI Question 19","NUMBER","12","0","False","False"
"STAI","STAIAD2","STAI","STAI Question 2","NUMBER","12","0","False","False"
"STAI","STAIAD20","STAI","STAI Question 20","NUMBER","12","0","False","False"
"STAI","STAIAD21","STAI","STAI Question 21","NUMBER","12","0","False","False"
"STAI","STAIAD22","STAI","STAI Question 22","NUMBER","12","0","False","False"
"STAI","STAIAD23","STAI","STAI Question 23","NUMBER","12","0","False","False"
"STAI","STAIAD24","STAI","STAI Question 24","NUMBER","12","0","False","False"
"STAI","STAIAD25","STAI","STAI Question 25","NUMBER","12","0","False","False"
"STAI","STAIAD26","STAI","STAI Question 26","NUMBER","12","0","False","False"
"STAI","STAIAD27","STAI","STAI Question 27","NUMBER","12","0","False","False"
"STAI","STAIAD28","STAI","STAI Question 28","NUMBER","12","0","False","False"
"STAI","STAIAD29","STAI","STAI Question 29","NUMBER","12","0","False","False"
"STAI","STAIAD3","STAI","STAI Question 3","NUMBER","12","0","False","False"
"STAI","STAIAD30","STAI","STAI Question 30","NUMBER","12","0","False","False"
"STAI","STAIAD31","STAI","STAI Question 31","NUMBER","12","0","False","False"
"STAI","STAIAD32","STAI","STAI Question 32","NUMBER","12","0","False","False"
"STAI","STAIAD33","STAI","STAI Question 33","NUMBER","12","0","False","False"
"STAI","STAIAD34","STAI","STAI Question 34","NUMBER","12","0","False","False"
"STAI","STAIAD35","STAI","STAI Question 35","NUMBER","12","0","False","False"
"STAI","STAIAD36","STAI","STAI Question 36","NUMBER","12","0","False","False"
"STAI","STAIAD37","STAI","STAI Question 37","NUMBER","12","0","False","False"
"STAI","STAIAD38","STAI","STAI Question 38","NUMBER","12","0","False","False"
"STAI","STAIAD39","STAI","STAI Question 39","NUMBER","12","0","False","False"
"STAI","STAIAD4","STAI","STAI Question 4","NUMBER","12","0","False","False"
"STAI","STAIAD40","STAI","STAI Question 40","NUMBER","12","0","False","False"
"STAI","STAIAD5","STAI","STAI Question 5","NUMBER","12","0","False","False"
"STAI","STAIAD6","STAI","STAI Question 6","NUMBER","12","0","False","False"
"STAI","STAIAD7","STAI","STAI Question 7","NUMBER","12","0","False","False"
"STAI","STAIAD8","STAI","STAI Question 8","NUMBER","12","0","False","False"
"STAI","STAIAD9","STAI","STAI Question 9","NUMBER","12","0","False","False"
"STEPCOUNT","age_seconds",NULL,"Participant's pseudo-age in seconds","DATE","0","0",NULL,NULL
"STEPCOUNT","hourly_step_count_sum",NULL,"Sum of steps taken (hourly aggregation)","NUMBER","18","15",NULL,NULL
"STEPCOUNT","subject",NULL,"Participant ID","CHAR","8","0",NULL,NULL
"STEPCOUNT","time_day",NULL,"Day of week","NUMBER","3","0",NULL,NULL
"STEPCOUNT","time_local",NULL,"Time in participant's local time zone","TIME","8","0",NULL,NULL
"STEPCOUNT","time_ms",NULL,"Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","NUMBER","25","0",NULL,NULL
"ST_CATALOG","PATNO",NULL,"Patient Number","CHAR","8",NULL,NULL,NULL
"ST_CATALOG","STRPLCVS",NULL,"ST Replaces Visit","CHAR","6",NULL,NULL,NULL
"ST_CATALOG","STVIS",NULL,"Visit Replaced with ST Event","CHAR","2",NULL,NULL,NULL
"SURGPD","","SURGPD","Surgery for PD Log",NULL,NULL,NULL,NULL,NULL
"SURGPD","CNO","SURGPD","Site Number","NUMBER","12","0","True","False"
"SURGPD","EVENT_ID","SURGPD","Visit ID","CHAR","3",NULL,"True","False"
"SURGPD","INFODT","SURGPD","Assessment Date","DATE",NULL,NULL,"True","False"
"SURGPD","LAST_UPDATE","SURGPD","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"SURGPD","ORIG_ENTRY","SURGPD","Date of original data entry","DATE",NULL,NULL,"True","False"
"SURGPD","PAG_NAME","SURGPD","Page Name","CHAR","12",NULL,"True","False"
"SURGPD","PATNO","SURGPD","Participant ID","NUMBER","18","0","True","False"
"SURGPD","PDSRGLOC","SURGPD","PD Surgery location","NUMBER","12","0","False","False"
"SURGPD","PDSRGLOCCM","SURGPD","Other PD surgery location comment","CHAR",NULL,NULL,"False","False"
"SURGPD","PDSRGTPC","SURGPD","Type of surgery for PD - other, specify","CHAR",NULL,NULL,"False","False"
"SURGPD","PDSURGDT","SURGPD","Date of surgery for Parkinson disease","DATE",NULL,NULL,"False","False"
"SURGPD","PDSURGSD","SURGPD","Side of surgery for Parkinson disease","NUMBER","12","0","False","False"
"SURGPD","PDSURGTP","SURGPD","Type of surgery for Parkinson disease","NUMBER","12","0","False","False"
"SURGPD","QUERY","SURGPD","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"SURGPD","REC_ID","SURGPD","Record ID","CHAR","36",NULL,"True","True"
"SURGPD","SEQNO","SURGPD","Sequence Number","NUMBER","12","0","True","False"
"TAUCNSNT","","TAUCNSNT","(Tau Substudy) Documentation of Informed Consent",NULL,NULL,NULL,NULL,NULL
"TAUCNSNT","CNO","TAUCNSNT","Site Number","NUMBER","12","0","True","False"
"TAUCNSNT","CNSTAUTH","TAUCNSNT","Informed consent obtained by person authorized on site delegation log.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","CNSTCOPY","TAUCNSNT","Copy of the consent form was provided to the participant and/or legally authorized representative upon conclusion of the consent process.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","CNSTFORM","TAUCNSNT","Consent form was provided to the participant and/or legally authorized representative for review.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","CNSTPRIR","TAUCNSNT","Consent has been signed prior to any study procedures being performed.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","CNSTQA","TAUCNSNT","During the informed consent process, the participant and/or authorized representative had the opportunity to ask questions and receive answers by study personnel.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","CNSTTIME","TAUCNSNT","Participant and/or legally authorized representative were given adequate time to read the consent form and discuss the study with study staff and/or person of participant's choice.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","EVENT_ID","TAUCNSNT","Visit ID","CHAR","3",NULL,"True","False"
"TAUCNSNT","INFODT","TAUCNSNT","Assessment Date","DATE",NULL,NULL,"True","False"
"TAUCNSNT","LAST_UPDATE","TAUCNSNT","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"TAUCNSNT","ORIG_ENTRY","TAUCNSNT","Date of original data entry","DATE",NULL,NULL,"True","False"
"TAUCNSNT","PAG_NAME","TAUCNSNT","Page Name","CHAR","12",NULL,"True","False"
"TAUCNSNT","PATNO","TAUCNSNT","Participant ID","NUMBER","18","0","True","False"
"TAUCNSNT","QUERY","TAUCNSNT","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"TAUCNSNT","REC_ID","TAUCNSNT","Record ID","CHAR","36",NULL,"True","True"
"TAUCNSNT","SIGNCNST","TAUCNSNT","Participant and/or legally authorized representative signed and dated the informed consent.","NUMBER","1",NULL,"False","False"
"TAUCNSNT","TAUCNSTDISC","TAUCNSNT","Informed consent was discussed with participant and/or legally authorized representative for the PPMI Tau Imaging study.","NUMBER","1",NULL,"False","False"
"TAUELIG","","TAUELIG","(Tau Substudy) Eligibility",NULL,NULL,NULL,NULL,NULL
"TAUELIG","CNO","TAUELIG","Site Number","NUMBER","12","0","True","False"
"TAUELIG","EVENT_ID","TAUELIG","Visit ID","CHAR","3",NULL,"True","False"
"TAUELIG","EXABCOND","TAUELIG","Any other medical or psychiatric condition or lab abnormality, which in the opinion of the investigator might preclude participation","NUMBER","1",NULL,"False","False"
"TAUELIG","EXRAD50","TAUELIG","Exposure to an effective radiation dose of 50 mSv, which would be above the acceptable annual limit established by the US Federal Guidelines during the past year","NUMBER","1",NULL,"False","False"
"TAUELIG","INCNST","TAUELIG","Able to provide informed consent","NUMBER","1",NULL,"False","False"
"TAUELIG","INFODT","TAUELIG","Assessment Date","DATE",NULL,NULL,"True","False"
"TAUELIG","INPPMI2","TAUELIG","Enrolled in PPMI Clinical protocol","NUMBER","1",NULL,"False","False"
"TAUELIG","INPREGNTTAU","TAUELIG","Females must be of non-childbearing potential or using birth control prior to injection of PI-2620, with negative pregnancy test on the day of the injection","NUMBER","1",NULL,"False","False"
"TAUELIG","LAST_UPDATE","TAUELIG","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"TAUELIG","ORIG_ENTRY","TAUELIG","Date of original data entry","DATE",NULL,NULL,"True","False"
"TAUELIG","PAG_NAME","TAUELIG","Page Name","CHAR","12",NULL,"True","False"
"TAUELIG","PATNO","TAUELIG","Participant ID","NUMBER","18","0","True","False"
"TAUELIG","QUERY","TAUELIG","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"TAUELIG","REC_ID","TAUELIG","Record ID","CHAR","36",NULL,"True","True"
"TAUIMAG","","TAUIMAG","(Tau Substudy) PI-2620 PET Imaging",NULL,NULL,NULL,NULL,NULL
"TAUIMAG","CNO","TAUIMAG","Site Number","NUMBER","12","0","True","False"
"TAUIMAG","DIASUPAF","TAUIMAG","Supine BP - diastolic - after injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","DIASUPBF","TAUIMAG","Supine BP - diastolic - before injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","EVENT_ID","TAUIMAG","Visit ID","CHAR","3",NULL,"True","False"
"TAUIMAG","HRSUPAF","TAUIMAG","Supine heart rate - after injection (bpm)","NUMBER","12","0","False","False"
"TAUIMAG","HRSUPBF","TAUIMAG","Supine heart rate - before injection (bpm)","NUMBER","12","0","False","False"
"TAUIMAG","INFODT","TAUIMAG","Assessment Date","DATE",NULL,NULL,"True","False"
"TAUIMAG","INJECTTMPI","TAUIMAG","Time of 18F-PI-2620 injection","TIME",NULL,NULL,"False","False"
"TAUIMAG","INVEVLAF","TAUIMAG","Study physician able to evaluate after injection","NUMBER","1",NULL,"False","False"
"TAUIMAG","INVEVLAFCM","TAUIMAG","Study physician not able to evaluate after injection comment","CHAR",NULL,NULL,"False","False"
"TAUIMAG","INVEVLBF","TAUIMAG","Study physician able to evaluate before injection","NUMBER","1",NULL,"False","False"
"TAUIMAG","INVEVLBFCM","TAUIMAG","Study physician not able to evaluate before injection comment","CHAR",NULL,NULL,"False","False"
"TAUIMAG","LAST_UPDATE","TAUIMAG","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"TAUIMAG","ORIG_ENTRY","TAUIMAG","Date of original data entry","DATE",NULL,NULL,"True","False"
"TAUIMAG","PAG_NAME","TAUIMAG","Page Name","CHAR","12",NULL,"True","False"
"TAUIMAG","PATNO","TAUIMAG","Participant ID","NUMBER","18","0","True","False"
"TAUIMAG","PIPETCMPLT","TAUIMAG","PI-2620 PET scan completed?","NUMBER","1",NULL,"False","False"
"TAUIMAG","PIPETCMPLTCM","TAUIMAG","PI-2620 PET scan not completed comment","CHAR",NULL,NULL,"False","False"
"TAUIMAG","QUERY","TAUIMAG","Any open/pending queries on this record","NUMBER","1",NULL,"False","False"
"TAUIMAG","REC_ID","TAUIMAG","Record ID","CHAR","36",NULL,"True","True"
"TAUIMAG","SYSSUPAF","TAUIMAG","Supine BP - systolic - after injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","SYSSUPBF","TAUIMAG","Supine BP - systolic - before injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","VITLTMAF","TAUIMAG","Vital Sign Time - after injection","TIME",NULL,NULL,"False","False"
"TAUIMAG","VITLTMBF","TAUIMAG","Vital Sign Time - before injection","TIME",NULL,NULL,"False","False"
"TAUPREGNANC","","TAUPREGNANC","(Tau Substudy) Pregnancy Test",NULL,NULL,NULL,NULL,NULL
"TAUPREGNANC","CNO","TAUPREGNANC","Site Number","NUMBER","12","0","True","False"
"TAUPREGNANC","EVENT_ID","TAUPREGNANC","Visit ID","CHAR","3",NULL,"True","False"
"TAUPREGNANC","INFODT","TAUPREGNANC","Assessment Date","DATE",NULL,NULL,"True","False"
"TAUPREGNANC","LAST_UPDATE","TAUPREGNANC","Date of most recent update to record","DATE",NULL,NULL,"True","False"
"TAUPREGNANC","ORIG_ENTRY","TAUPREGNANC","Date of original data entry","DATE",NULL,NULL,"True","False"
"TAUPREGNANC","PAG_NAME","TAUPREGNANC","Page Name","CHAR","12",NULL,"True","False"
